Technique ID,Technique Name,Procedure Example,Tactic
Compromise Software Supply Chain,T1474.003,Security updates may contain patches that inhibit system software compromises.,Unknown
Compromise Software Supply Chain,T1474.003,Ensure Verified Boot is enabled on devices with that capability.,Unknown
Compromise Software Supply Chain,T1474.003,API Calls,Unknown
Compromise Software Supply Chain,T1474.003,Host Status,Unknown
Command and Scripting Interpreter (1),T1623,LightSpy has plugins for executing shell commands either from the C2 server or a library file called zt.dylib . [1] [2] [3],Unknown
Command and Scripting Interpreter (1),T1623,TianySpy can steal information via malicious JavaScript. [4],Unknown
Command and Scripting Interpreter (1),T1623,Device attestation can often detect jailbroken or rooted devices.,Unknown
Command and Scripting Interpreter (1),T1623,Mobile security products can typically detect jailbroken or rooted devices.,Unknown
Command and Scripting Interpreter (1),T1623,API Calls,Unknown
Command and Scripting Interpreter (1),T1623,Command Execution,Unknown
Command and Scripting Interpreter (1),T1623,Process Creation,Unknown
Command and Scripting Interpreter (1),T1623,Process Metadata,Unknown
Unix Shell,T1623.001,AbstractEmu has included encoded shell scripts to potentially aid in the rooting process. [1],Unknown
Unix Shell,T1623.001,BusyGasper can run shell commands. [2],Unknown
Unix Shell,T1623.001,CHEMISTGAMES can run bash commands. [3],Unknown
Unix Shell,T1623.001,DoubleAgent can run arbitrary shell commands. [4],Unknown
Unix Shell,T1623.001,HenBox can run commands as root. [5],Unknown
Unix Shell,T1623.001,Sunbird can try to run arbitrary commands as root. [6],Unknown
Unix Shell,T1623.001,Tiktok Pro can execute commands . [7],Unknown
Unix Shell,T1623.001,Device attestation can often detect jailbroken or rooted devices.,Unknown
Unix Shell,T1623.001,Mobile security products can typically detect jailbroken or rooted devices.,Unknown
Unix Shell,T1623.001,API Calls,Unknown
Unix Shell,T1623.001,Command Execution,Unknown
Unix Shell,T1623.001,Process Creation,Unknown
Unix Shell,T1623.001,Process Metadata,Unknown
Exploitation for Client Execution,T1658,LightSpy has compromised iPhones running iOS 12.1 and 12.2 without any user interaction. [1],Unknown
Exploitation for Client Execution,T1658,"During Operation Triangulation , the threat actors sent iMessage messages with malicious exploits that executed without user interaction. [2] [3] [4] Additionally, the threat actors have used various exploits, such as CVE-2023-41990, CVE-2023-32435, CVE-2023-32434 and CVE-2023-38606, to obtain privilege escalation. [4]",Unknown
Exploitation for Client Execution,T1658,Pegasus for iOS can compromise iPhones running iOS 16.6 without any user interaction. [5],Unknown
Exploitation for Client Execution,T1658,Security updates frequently contain patches to vulnerabilities.,Unknown
Exploitation for Client Execution,T1658,"Users should be wary of iMessages from unknown senders. Additionally, users should be instructed not to open unrecognized links or other attachments in text messages.",Unknown
Exploitation for Client Execution,T1658,Network Communication,Unknown
Native API,T1575,Asacub has implemented functions in native code. [3],Unknown
Native API,T1575,Bread has used native code in an attempt to disguise malicious functionality. [4],Unknown
Native API,T1575,CarbonSteal has seen native libraries used in some reported samples [5],Unknown
Native API,T1575,CHEMISTGAMES has utilized native code to decrypt its malicious payload. [6],Unknown
Native API,T1575,HenBox has contained native libraries. [7],Unknown
Native API,T1575,LightSpy 's main executable and modules use native libraries to execute targeted functionality. [8] [9] [10] [11],Unknown
Native API,T1575,"During Operation Triangulation , the threat actors use the Audio Queue API to record audio. [12] [13]",Unknown
Native API,T1575,TERRACOTTA has included native modules. [14],Unknown
Scheduled Task/Job,T1603,"GPlayed has used timers to enable Wi-Fi, ping the C2 server, register the device with the C2, and register wake locks on the system. [3]",Unknown
Scheduled Task/Job,T1603,TERRACOTTA has used timer events in React Native to initiate the foreground service. [4],Unknown
Scheduled Task/Job,T1603,Tiktok Pro has contained an alarm that triggers every three minutes and timers for communicating with the C2. [5],Unknown
Boot or Logon Initialization Scripts,T1398,AhRat can register with the BOOT_COMPLETED broadcast to start when the device turns on. [1],Unknown
Boot or Logon Initialization Scripts,T1398,"BOULDSPY can exfiltrate data when the user boots the app, or on device boot. [2]",Unknown
Boot or Logon Initialization Scripts,T1398,LightSpy has established auto-start execution during the system boot process. [3],Unknown
Boot or Logon Initialization Scripts,T1398,OldBoot uses escalated privileges to modify the init script on the device's boot partition to maintain persistence. [4],Unknown
Boot or Logon Initialization Scripts,T1398,Device attestation could detect devices with unauthorized or unsafe modifications.,Unknown
Boot or Logon Initialization Scripts,T1398,A locked bootloader could prevent unauthorized modifications to protected operating system files.,Unknown
Boot or Logon Initialization Scripts,T1398,Security updates frequently contain fixes for vulnerabilities that could be leveraged to modify protected operating system files.,Unknown
Boot or Logon Initialization Scripts,T1398,Android and iOS include system partition integrity mechanisms that could detect unauthorized modifications.,Unknown
Boot or Logon Initialization Scripts,T1398,Host Status,Unknown
Compromise Application Executable,T1577,Agent Smith can inject fraudulent ad modules into existing applications on a device. [2],Unknown
Compromise Application Executable,T1577,BOULDSPY can inject malicious packages into applications already existing on an infected device. [3],Unknown
Compromise Application Executable,T1577,YiSpecter has replaced device apps with ones it has downloaded. [4],Unknown
Compromise Application Executable,T1577,Security updates frequently contain patches to vulnerabilities.,Unknown
Compromise Application Executable,T1577,Many vulnerabilities related to injecting code into existing applications have been patched in previous Android releases.,Unknown
Compromise Client Software Binary,T1645,BrainTest uses root privileges (if available) to copy an additional Android app package (APK) to /system/priv-app to maintain persistence even after a factory reset. [1],Unknown
Compromise Client Software Binary,T1645,BusyGasper can abuse existing root access to copy components into the system partition. [2],Unknown
Compromise Client Software Binary,T1645,DoubleAgent has used exploits to root devices and install additional malware on the system partition. [3],Unknown
Compromise Client Software Binary,T1645,Monokle can remount the system partition as read/write to install attacker-specified certificates. [4],Unknown
Compromise Client Software Binary,T1645,Pegasus for Android attempts to modify the device's system partition. [5],Unknown
Compromise Client Software Binary,T1645,Pegasus for iOS modifies the system partition to maintain persistence. [6],Unknown
Compromise Client Software Binary,T1645,"ShiftyBug is auto-rooting adware that embeds itself as a system application, making it nearly impossible to remove. [7]",Unknown
Compromise Client Software Binary,T1645,SpyDealer maintains persistence by installing an Android application package (APK) on the system partition. [8],Unknown
Compromise Client Software Binary,T1645,Device attestation could detect devices with unauthorized or unsafe modifications.,Unknown
Compromise Client Software Binary,T1645,A locked bootloader could prevent unauthorized modifications of protected operating system files.,Unknown
Compromise Client Software Binary,T1645,Security updates frequently contain fixes for vulnerabilities that could be leveraged to modify protected operating system files.,Unknown
Compromise Client Software Binary,T1645,Android includes system partition integrity mechanisms that could detect unauthorized modifications.,Unknown
Compromise Client Software Binary,T1645,API Calls,Unknown
Compromise Client Software Binary,T1645,Host Status,Unknown
Event Triggered Execution (1),T1624,BOULDSPY uses a background service that can restart itself when the parent activity is stopped. [1],Unknown
Event Triggered Execution (1),T1624,Android 8 introduced additional limitations on the implicit intents that an application can register for. [2],Unknown
Event Triggered Execution (1),T1624,Permissions Requests,Unknown
Broadcast Receivers,T1624.001,AhRat can register with the CONNECTIVITY_CHANGE and WIFI_STATE_CHANGED broadcast events to trigger further functionality. [2],Unknown
Broadcast Receivers,T1624.001,Android/AdDisplay.Ashas has registered to receive the BOOT_COMPLETED broadcast intent to activate on device startup. [3],Unknown
Broadcast Receivers,T1624.001,AndroidOS/MalLocker.B has registered to receive 14 different broadcast intents for automatically triggering malware payloads. [4],Unknown
Broadcast Receivers,T1624.001,"During C0033 , PROMETHIUM used StrongPity to receive the following broadcast events to establish persistence: BOOT_COMPLETED , BATTERY_LOW , USER_PRESENT , SCREEN_ON , SCREEN_OFF , or CONNECTIVITY_CHANGE . [5]",Unknown
Broadcast Receivers,T1624.001,DEFENSOR ID abuses the accessibility service to auto-start the malware on device boot. This is accomplished by receiving the android.accessibilityservice.AccessibilityService intent. [6],Unknown
Broadcast Receivers,T1624.001,EventBot registers for the BOOT_COMPLETED intent to auto-start after the device boots. [7],Unknown
Broadcast Receivers,T1624.001,Exobot has registered to receive the BOOT_COMPLETED broadcast intent. [8],Unknown
Broadcast Receivers,T1624.001,FakeSpy can register for the BOOT_COMPLETED broadcast Intent. [9],Unknown
Broadcast Receivers,T1624.001,"FlexiSpy uses root access to establish reboot hooks to re-install the application from /data/misc/adn . [10] At boot, FlexiSpy spawns daemons for process monitoring, call monitoring, call managing, and system. [10]",Unknown
Broadcast Receivers,T1624.001,FlixOnline may use the BOOT_COMPLETED action to trigger further scripts on boot. [11],Unknown
Broadcast Receivers,T1624.001,GolfSpy registers for the USER_PRESENT broadcast intent and uses it as a trigger to take photos with the front-facing camera. [12],Unknown
Broadcast Receivers,T1624.001,GPlayed can register for the BOOT_COMPLETED broadcast intent. [13],Unknown
Broadcast Receivers,T1624.001,HenBox has registered several broadcast receivers. [14],Unknown
Broadcast Receivers,T1624.001,Pegasus for Android listens for the BOOT_COMPLETED broadcast intent in order to maintain persistence and activate its functionality at device boot time. [15],Unknown
Broadcast Receivers,T1624.001,"SimBad registers for the BOOT_COMPLETED and USER_PRESENT broadcast intents, which allows the software to perform actions after the device is booted and when the user is using the device, respectively. [16]",Unknown
Broadcast Receivers,T1624.001,SpyC23 listens for the BOOT_COMPLETED broadcast to activate malware. [17],Unknown
Broadcast Receivers,T1624.001,SpyDealer registers the broadcast receiver to listen for events related to device boot-up. [18],Unknown
Broadcast Receivers,T1624.001,SpyNote RAT uses an Android broadcast receiver to automatically start when the device boots. [19],Unknown
Broadcast Receivers,T1624.001,TERRACOTTA has registered several broadcast receivers. [20],Unknown
Broadcast Receivers,T1624.001,"Tiktok Pro has registered for device boot, incoming, and outgoing calls broadcast intents. [21]",Unknown
Broadcast Receivers,T1624.001,TrickMo registers for the SCREEN_ON and SMS_DELIVER intents to perform actions when the device is unlocked and when the device receives an SMS message. [22],Unknown
Broadcast Receivers,T1624.001,Android 8 introduced additional limitations on the implicit intents that an application can register for. [1],Unknown
Broadcast Receivers,T1624.001,Permissions Requests,Unknown
Foreground Persistence,T1541,Drinik has C2 commands that can move the malware in and out of the foreground. [5],Unknown
Foreground Persistence,T1541,Mandrake uses foreground persistence to keep a service running. It shows the user a transparent notification to evade detection. [6],Unknown
Foreground Persistence,T1541,TERRACOTTA has utilized foreground services. [7],Unknown
Foreground Persistence,T1541,Tiktok Pro has shown a persistent notification to maintain access to device sensors. [8],Unknown
Foreground Persistence,T1541,"If a user sees a persistent notification they do not recognize, they should uninstall the source application and look for other unwanted applications or anomalies.",Unknown
Foreground Persistence,T1541,API Calls,Unknown
Foreground Persistence,T1541,System Notifications,Unknown
Hijack Execution Flow (1),T1625,YiSpecter has hijacked normal application’s launch routines to display ads. [1],Unknown
Hijack Execution Flow (1),T1625,Device attestation could detect unauthorized operating system modifications.,Unknown
Hijack Execution Flow (1),T1625,"Android Verified Boot can detect unauthorized modifications made to the system partition, which could lead to execution flow hijacking. [2]",Unknown
Hijack Execution Flow (1),T1625,Host Status,Unknown
System Runtime API Hijacking,T1625.001,"Dvmap replaces /system/bin/ip with a malicious version. Dvmap can inject code by patching libdmv.so or libandroid_runtime.so , depending on the Android OS version. Both libraries are related to the Dalvik and ART runtime environments. The patched functions can only call /system/bin/ip , which was replaced with the malicious version. [1]",Unknown
System Runtime API Hijacking,T1625.001,FlexiSpy installs boot hooks into /system/su.d . [2],Unknown
System Runtime API Hijacking,T1625.001,"Zen can install itself on the system partition to achieve persistence. Zen can also replace framework.jar , which allows it to intercept and modify the behavior of the standard Android API. [3]",Unknown
System Runtime API Hijacking,T1625.001,Device attestation could detect unauthorized operating system modifications.,Unknown
System Runtime API Hijacking,T1625.001,"Android Verified Boot can detect unauthorized modifications made to the system partition, which could lead to execution flow hijacking. [4]",Unknown
System Runtime API Hijacking,T1625.001,Host Status,Unknown
Scheduled Task/Job,T1603,"GPlayed has used timers to enable Wi-Fi, ping the C2 server, register the device with the C2, and register wake locks on the system. [3]",Unknown
Scheduled Task/Job,T1603,TERRACOTTA has used timer events in React Native to initiate the foreground service. [4],Unknown
Scheduled Task/Job,T1603,Tiktok Pro has contained an alarm that triggers every three minutes and timers for communicating with the C2. [5],Unknown
Abuse Elevation Control Mechanism (1),T1626,Applications very rarely require administrator permission. Developers should be cautioned against using this higher degree of access to avoid being flagged as a potentially malicious application.,Unknown
Abuse Elevation Control Mechanism (1),T1626,Permissions Requests,Unknown
Abuse Elevation Control Mechanism (1),T1626,Permissions Request,Unknown
Device Administrator Permissions,T1626.001,AbstractEmu can modify system settings to give itself device administrator privileges. [1],Unknown
Device Administrator Permissions,T1626.001,Asacub can request device administrator permissions. [2],Unknown
Device Administrator Permissions,T1626.001,Exobot can request device administrator permissions. [3],Unknown
Device Administrator Permissions,T1626.001,GPlayed can request device administrator permissions. [4],Unknown
Device Administrator Permissions,T1626.001,Hornbill can request device administrator privileges. [5],Unknown
Device Administrator Permissions,T1626.001,Red Alert 2.0 can request device administrator permissions. [6],Unknown
Device Administrator Permissions,T1626.001,Sunbird can request device administrator privileges. [5],Unknown
Device Administrator Permissions,T1626.001,XLoader for Android requests Android Device Administrator access. [7],Unknown
Device Administrator Permissions,T1626.001,Changes were introduced in Android 7 to make abuse of device administrator permissions more difficult. [8],Unknown
Device Administrator Permissions,T1626.001,"Users should scrutinize every device administration permission request. If the request is not expected or the user does not recognize the application, the application should be uninstalled immediately.",Unknown
Device Administrator Permissions,T1626.001,Permissions Requests,Unknown
Device Administrator Permissions,T1626.001,Permissions Request,Unknown
Device Administrator Permissions,T1626.001,System Settings,Unknown
Exploitation for Privilege Escalation,T1404,AbstractEmu can use rooting exploits to silently give itself permissions or install additional malware. [1],Unknown
Exploitation for Privilege Escalation,T1404,"Agent Smith exploits known OS vulnerabilities, including Janus, to replace legitimate applications with malicious versions. [2]",Unknown
Exploitation for Privilege Escalation,T1404,"Some original variants of BrainTest had the capability to automatically root some devices, but that behavior was not observed in later samples. [3]",Unknown
Exploitation for Privilege Escalation,T1404,"DoubleAgent has used exploit tools to gain root, such as TowelRoot. [4]",Unknown
Exploitation for Privilege Escalation,T1404,Dvmap attempts to gain root access by using local exploits. [5],Unknown
Exploitation for Privilege Escalation,T1404,Exodus Two attempts to elevate privileges by using a modified version of the DirtyCow exploit. [6],Unknown
Exploitation for Privilege Escalation,T1404,"FinFisher comes packaged with ExynosAbuse, an Android exploit that can gain root privileges. [7]",Unknown
Exploitation for Privilege Escalation,T1404,Gooligan executes Android root exploits. [8],Unknown
Exploitation for Privilege Escalation,T1404,HummingBad can exploit unfixed vulnerabilities in older Android versions to root victim phones. [9],Unknown
Exploitation for Privilege Escalation,T1404,INSOMNIA exploits a WebKit vulnerability to achieve root access on the device. [10],Unknown
Exploitation for Privilege Escalation,T1404,"LightSpy uses the embedded time_waste function to bypass standard iOS API restrictions and enable unauthorized audio/video recording. This exploit injects a .dylib into the SpringBoard process, allowing persistent access to audio and video capture. [11] [12]",Unknown
Exploitation for Privilege Escalation,T1404,"During Operation Triangulation , the threat actors exploited a kernel vulnerability to obtain root privileges. [13]",Unknown
Exploitation for Privilege Escalation,T1404,Pegasus for Android attempts to exploit well-known Android OS vulnerabilities to escalate privileges. [14],Unknown
Exploitation for Privilege Escalation,T1404,Pegasus for iOS exploits iOS vulnerabilities to escalate privileges. [15],Unknown
Exploitation for Privilege Escalation,T1404,Phenakite has included exploits for jailbreaking infected devices. [16],Unknown
Exploitation for Privilege Escalation,T1404,ShiftyBug is packed with at least eight publicly available exploits that can perform rooting. [17],Unknown
Exploitation for Privilege Escalation,T1404,Skygofree has the capability to exploit several known vulnerabilities and escalate privileges. [18],Unknown
Exploitation for Privilege Escalation,T1404,SpyDealer uses the commercial rooting app Baidu Easy Root to gain root privilege and maintain persistence on the victim. [19],Unknown
Exploitation for Privilege Escalation,T1404,Zen can obtain root access via a rooting trojan in its infection chain. [20],Unknown
Exploitation for Privilege Escalation,T1404,Device attestation can often detect jailbroken or rooted devices.,Unknown
Exploitation for Privilege Escalation,T1404,Mobile security products can potentially detect jailbroken or rooted devices.,Unknown
Exploitation for Privilege Escalation,T1404,Security updates often contain patches for vulnerabilities.,Unknown
Exploitation for Privilege Escalation,T1404,API Calls,Unknown
Exploitation for Privilege Escalation,T1404,Host Status,Unknown
Process Injection (1),T1631,"FjordPhantom has injected malicious code   and a hooking framework through a virtualization solution, i.e. Virtualization Solution , into the process of the hosted application. [1]",Unknown
Process Injection (1),T1631,LightSpy injects libcynject.dylib into the SpringBoard process to enable audio/video recording. [2],Unknown
Process Injection (1),T1631,API Calls,Unknown
Ptrace System Calls,T1631.001,INSOMNIA grants itself permissions by injecting its hash into the kernel’s trust cache. [4],Unknown
Ptrace System Calls,T1631.001,"Triada injects code into the Zygote process to effectively include itself in all forked processes. Additionally, code is injected into the Android Play Store App, web browser applications, and the system UI application. [5] [6]",Unknown
Ptrace System Calls,T1631.001,Zen can inject code into the Setup Wizard at runtime to extract CAPTCHA images. Zen can inject code into the libc of running processes to infect them with the malware. [7],Unknown
Ptrace System Calls,T1631.001,API Calls,Unknown
Application Versioning,T1661,"SharkBot initially poses as a benign application, then malware is downloaded and executed after an application update. [2]",Unknown
Application Versioning,T1661,"Enterprises can provision policies to mobile devices for application allow-listing, ensuring only approved applications are installed onto mobile devices.",Unknown
Application Versioning,T1661,"Android 11 and above implement application hibernation, which can hibernate an application that has not been used for a few months and can reset the application’s permission requests. [3]",Unknown
Application Versioning,T1661,API Calls,Unknown
Application Versioning,T1661,Network Communication,Unknown
Application Versioning,T1661,Permissions Requests,Unknown
Download New Code at Runtime,T1407,AbstractEmu can download and install additional malware after initial infection. [2],Unknown
Download New Code at Runtime,T1407,Anubis can download attacker-specified APK files. [3],Unknown
Download New Code at Runtime,T1407,BOULDSPY can download and run code obtained from the C2. [4],Unknown
Download New Code at Runtime,T1407,Original samples of BrainTest download their exploit packs for rooting from a remote server after installation. [5],Unknown
Download New Code at Runtime,T1407,"BRATA has used an initial dropper to download an additional malicious application, and downloads its configuration file from the C2 server. [6] [7]",Unknown
Download New Code at Runtime,T1407,Bread has utilized JavaScript within WebViews that loaded a URL hosted on a Bread-controlled server which provided functions to run. Bread downloads billing fraud execution steps at runtime. [8],Unknown
Download New Code at Runtime,T1407,BusyGasper can download a payload or updates from either its C2 server or email attachments in the adversary’s inbox. [9],Unknown
Download New Code at Runtime,T1407,CarbonSteal can dynamically load additional functionality. [10],Unknown
Download New Code at Runtime,T1407,Cerberus can update the malicious payload module on command. [11],Unknown
Download New Code at Runtime,T1407,Chameleon can download new code at runtime. [12],Unknown
Download New Code at Runtime,T1407,CHEMISTGAMES can download new modules while running. [13],Unknown
Download New Code at Runtime,T1407,Desert Scorpion has been distributed in multiple stages. [14],Unknown
Download New Code at Runtime,T1407,"DoubleAgent has downloaded additional code to root devices, such as TowelRoot. [10]",Unknown
Download New Code at Runtime,T1407,Dvmap can download code and binaries from the C2 server to execute on the device as root. [15],Unknown
Download New Code at Runtime,T1407,"eSurv ’s Android version is distributed in three stages: the dropper, the second stage payload, and the third stage payload which is Exodus . [16]",Unknown
Download New Code at Runtime,T1407,EventBot can download new libraries when instructed to. [17],Unknown
Download New Code at Runtime,T1407,"Exodus One, after checking in, sends a POST request and then downloads Exodus Two, the second stage binaries. [18]",Unknown
Download New Code at Runtime,T1407,FrozenCell has downloaded and installed additional applications. [19],Unknown
Download New Code at Runtime,T1407,Golden Cup has been distributed in two stages. [20],Unknown
Download New Code at Runtime,T1407,GoldenEagle can download new code to update itself. [10],Unknown
Download New Code at Runtime,T1407,GPlayed has the capability to remotely load plugins and download and compile new .NET code. [21],Unknown
Download New Code at Runtime,T1407,HenBox can load additional Dalvik code while running. [22],Unknown
Download New Code at Runtime,T1407,Judy bypasses Google Play's protections by downloading a malicious payload at runtime after installation. [23],Unknown
Download New Code at Runtime,T1407,Mandrake can download its second (Loader) and third (Core) stages after the dropper is installed. [24],Unknown
Download New Code at Runtime,T1407,RCSAndroid has the ability to dynamically download and execute new code at runtime. [25],Unknown
Download New Code at Runtime,T1407,Red Alert 2.0 can download additional overlay templates. [26],Unknown
Download New Code at Runtime,T1407,"SharkBot can use the Android ""Direct Reply"" feature to spread the malware to other devices. It can also download the full version of the malware after initial device compromise. [27]",Unknown
Download New Code at Runtime,T1407,SilkBean can install new applications which are obtained from the C2 server. [10],Unknown
Download New Code at Runtime,T1407,Skygofree can download executable code from the C2 server after the implant starts or after a specific command. [28],Unknown
Download New Code at Runtime,T1407,SpyDealer downloads and executes root exploits from a remote server. [29],Unknown
Download New Code at Runtime,T1407,TERRACOTTA can download additional modules at runtime via JavaScript eval statements. [30],Unknown
Download New Code at Runtime,T1407,Triada utilizes a backdoor in a Play Store app to install additional trojanized apps from the Command and Control server. [31],Unknown
Download New Code at Runtime,T1407,ViperRAT has been installed in two stages and can secretly install new applications. [32],Unknown
Download New Code at Runtime,T1407,Windshift has included malware functionality capable of downloading new DEX files at runtime during Operation BULL. [33],Unknown
Download New Code at Runtime,T1407,WolfRAT can update the running malware. [34],Unknown
Download New Code at Runtime,T1407,"YiSpecter has used private APIs to download and install other pieces of itself, as well as other malicious apps. [35]",Unknown
Download New Code at Runtime,T1407,Zen can dynamically load executable code from remote sources. [36],Unknown
Download New Code at Runtime,T1407,ZergHelper attempts to extend its capabilities via dynamic updating of its code. [37],Unknown
Download New Code at Runtime,T1407,"Applications that target Android API level 29 or higher cannot execute native code stored in the application's internal data storage directory, limiting the ability of applications to download and execute native code at runtime. [38]",Unknown
Download New Code at Runtime,T1407,API Calls,Unknown
Download New Code at Runtime,T1407,Network Communication,Unknown
Download New Code at Runtime,T1407,Network Traffic Content,Unknown
Execution Guardrails (1),T1627,Binary Validator has checked if the device is jailbroken. [2],Unknown
Execution Guardrails (1),T1627,New OS releases frequently contain additional limitations or controls around device location access.,Unknown
Execution Guardrails (1),T1627,"Users should be advised to be extra scrutinous of applications that request location or sensitive phone information permissions, and to deny any permissions requests for applications they do not recognize.",Unknown
Execution Guardrails (1),T1627,API Calls,Unknown
Execution Guardrails (1),T1627,Permissions Requests,Unknown
Execution Guardrails (1),T1627,System Settings,Unknown
Geofencing,T1627.001,BRATA has performed country and language checks. [2],Unknown
Geofencing,T1627.001,eSurv imposes geo-restrictions when delivering the second stage. [1],Unknown
Geofencing,T1627.001,Windshift has region-locked their malicious applications during their Operation BULL campaign. [3],Unknown
Geofencing,T1627.001,New OS releases frequently contain additional limitations or controls around device location access.,Unknown
Geofencing,T1627.001,"Users should be advised to be extra scrutinous of applications that request location, and to deny any permissions requests for applications they do not recognize.",Unknown
Geofencing,T1627.001,API Calls,Unknown
Geofencing,T1627.001,Permissions Requests,Unknown
Geofencing,T1627.001,System Notifications,Unknown
Geofencing,T1627.001,System Settings,Unknown
Foreground Persistence,T1541,Drinik has C2 commands that can move the malware in and out of the foreground. [5],Unknown
Foreground Persistence,T1541,Mandrake uses foreground persistence to keep a service running. It shows the user a transparent notification to evade detection. [6],Unknown
Foreground Persistence,T1541,TERRACOTTA has utilized foreground services. [7],Unknown
Foreground Persistence,T1541,Tiktok Pro has shown a persistent notification to maintain access to device sensors. [8],Unknown
Foreground Persistence,T1541,"If a user sees a persistent notification they do not recognize, they should uninstall the source application and look for other unwanted applications or anomalies.",Unknown
Foreground Persistence,T1541,API Calls,Unknown
Foreground Persistence,T1541,System Notifications,Unknown
Hide Artifacts (3),T1628,API Calls,Unknown
Hide Artifacts (3),T1628,System Settings,Unknown
Suppress Application Icon,T1628.001,Agent Smith can hide its icon from the application launcher. [6],Unknown
Suppress Application Icon,T1628.001,Android/AdDisplay.Ashas can hide its icon and create a shortcut based on the C2 server response. [7],Unknown
Suppress Application Icon,T1628.001,BusyGasper can hide its icon. [8],Unknown
Suppress Application Icon,T1628.001,Cerberus hides its icon from the application drawer after being launched for the first time. [9],Unknown
Suppress Application Icon,T1628.001,Desert Scorpion can hide its icon. [10],Unknown
Suppress Application Icon,T1628.001,DoubleAgent has hidden its app icon. [11],Unknown
Suppress Application Icon,T1628.001,Drinik can hide its application icon. [12],Unknown
Suppress Application Icon,T1628.001,FakeSpy can hide its icon if it detects that it is being run on an emulator. [13],Unknown
Suppress Application Icon,T1628.001,FlexiSpy is capable of hiding SuperSU's icon if it is installed and visible. [14] FlexiSpy can also hide its own icon to make detection and the uninstallation process more difficult. [15],Unknown
Suppress Application Icon,T1628.001,FlixOnline can hide its application icon. [16],Unknown
Suppress Application Icon,T1628.001,Ginp hides its icon after installation. [17],Unknown
Suppress Application Icon,T1628.001,Gustuff hides its icon after installation. [18],Unknown
Suppress Application Icon,T1628.001,Mandrake can hide its icon on older Android versions. [19],Unknown
Suppress Application Icon,T1628.001,Rotexy hides its icon after first launch. [20],Unknown
Suppress Application Icon,T1628.001,S.O.V.A. can hide its application icon. [21],Unknown
Suppress Application Icon,T1628.001,SimBad hides its icon from the application launcher. [22],Unknown
Suppress Application Icon,T1628.001,SpyC23 can hide its icon. [23],Unknown
Suppress Application Icon,T1628.001,Tiktok Pro can hide its icon after launch. [24],Unknown
Suppress Application Icon,T1628.001,Twitoor can hide its presence on the system. [25],Unknown
Suppress Application Icon,T1628.001,"ViceLeaker includes code to hide its icon, but the function does not appear to be called in an analyzed version of the software. [26]",Unknown
Suppress Application Icon,T1628.001,YiSpecter has hidden the app icon from iOS springboard. [27],Unknown
Suppress Application Icon,T1628.001,Android 10 introduced changes to prevent malicious applications from fully suppressing their icon in the launcher. [4] [5],Unknown
Suppress Application Icon,T1628.001,Users should be shown what a synthetic activity looks like so they can scrutinize them in the future.,Unknown
Suppress Application Icon,T1628.001,API Calls,Unknown
Suppress Application Icon,T1628.001,System Settings,Unknown
User Evasion,T1628.002,BRATA can turn off or fake turning off the screen while performing malicious activities. [1],Unknown
User Evasion,T1628.002,"BusyGasper can utilize the device’s sensors to determine when the device is in use and subsequently hide malicious activity. When active, it attempts to hide its malicious activity by turning the screen’s brightness as low as possible and muting the device. [2]",Unknown
User Evasion,T1628.002,FluBot can use locale.getLanguage() to choose the language for notifications and avoid user detection. [3],Unknown
User Evasion,T1628.002,"Hornbill uses an infrequent data upload schedule to avoid user detection and battery drain. It also can delete on-device data after being sent to the C2, and stores collected data in hidden folders on external storage. [4]",Unknown
User Evasion,T1628.002,SpyC23 has used blank screen overlays to hide malicious activity from the user. [5],Unknown
User Evasion,T1628.002,"Mobile security products that are part of the Samsung Knox for Mobile Threat Defense program could examine running applications while the device is idle, potentially detecting malicious applications that are running primarily when the device is not being used.",Unknown
Conceal Multimedia Files,T1628.003,Windshift has hidden multimedia files from the user. [1],Unknown
Conceal Multimedia Files,T1628.003,Conceal Multimedia Files likely should not be mitigated with preventative controls because the .nomedia file may be used legitimately.,Unknown
Hooking,T1617,"FjordPhantom has used the hooking framework in a variety of ways, including returning false information to detection mechanisms, pretending that GooglePlayServices are unavailable, and manipulating UI functionality. [1]",Unknown
Hooking,T1617,Monokle can hook itself to appear invisible to the Process Manager. [2],Unknown
Hooking,T1617,Device attestation can often detect rooted devices.,Unknown
Hooking,T1617,Mobile security products can often detect rooted devices.,Unknown
Impair Defenses (3),T1629,"Mobile security software can typically detect if a device has been rooted or jailbroken and can inform the user, who can then take appropriate action.",Unknown
Impair Defenses (3),T1629,An EMM/MDM can use the Android DevicePolicyManager.setPermittedAccessibilityServices method to set an explicit list of applications that are allowed to use Android's accessibility features.,Unknown
Impair Defenses (3),T1629,Security updates often contain patches for vulnerabilities that could be exploited for root access. Root access is often a requirement to impairing defenses.,Unknown
Impair Defenses (3),T1629,"System partition integrity mechanisms, such as Verified Boot, can detect the unauthorized modification of system files.",Unknown
Impair Defenses (3),T1629,"Providing user guidance around commonly abused features, such as the modal that requests for administrator permissions, should aid in preventing impairing defenses.",Unknown
Impair Defenses (3),T1629,API Calls,Unknown
Impair Defenses (3),T1629,Process Termination,Unknown
Prevent Application Removal,T1629.001,Anubis may prevent malware's uninstallation by abusing Android’s performGlobalAction(int) API call.,Unknown
Prevent Application Removal,T1629.001,Chameleon can prevent application removal by abusing Accessibility Services. [1],Unknown
